timestep,rmse_model_mean,rmse_model_sd,rmse_base_mean,rmse_base_sd
77,20.949812,4.8254304,22.274586,5.2027965
78,21.00264,5.0282135,22.213606,5.2576737
79,21.11206,4.914397,22.141891,5.3085356
80,21.250793,5.0023975,22.05919,5.3549585
81,20.957127,5.234817,21.965391,5.3965187
82,20.986443,5.001971,21.860502,5.432789
83,20.881582,5.207389,21.74472,5.463334
84,20.712341,4.874688,21.618505,5.4876842
85,20.409859,5.060935,21.482594,5.505362
86,20.17566,5.053306,21.337921,5.515905
87,20.063822,5.0118527,21.185486,5.51892
88,20.403677,5.0037017,21.026276,5.5141
89,20.078259,5.032396,20.861265,5.501205
90,20.00796,5.0528994,20.691456,5.4799943
91,19.949673,4.9584904,20.517908,5.450205
92,20.134659,5.1150017,20.34168,5.411524
93,19.757877,5.332718,20.16383,5.3636456
94,19.628918,5.061227,19.985405,5.306308
95,19.290106,4.7722015,19.807524,5.239336
96,19.327374,5.0004416,19.631397,5.162645
97,19.01061,5.0208755,19.458332,5.0762005
98,19.03609,4.61792,19.289667,4.980041
99,18.838879,4.6363335,19.126713,4.874286
100,18.7013,4.461898,18.970688,4.759169
101,18.612015,4.2238255,18.82275,4.635065
102,18.734325,3.9538064,18.683947,4.5025344
103,18.261765,3.8344097,18.55517,4.362344
104,18.349035,3.7733502,18.437113,4.2154326
105,18.171124,3.6578288,18.330301,4.062859
106,18.10564,3.5570488,18.235176,3.9057155
107,17.98029,3.42062,18.152103,3.7451
108,17.978214,3.2430995,18.081335,3.5821316
109,18.138302,3.0826292,18.022957,3.4179776
110,18.013412,2.8022346,17.976782,3.2538743
111,18.171219,2.5821931,17.94232,3.0911427
112,18.257347,2.6663263,17.918728,2.9311862
113,17.979599,2.637227,17.904943,2.7754562
114,18.147635,2.271931,17.899822,2.6254172
115,18.367435,2.1526942,17.902304,2.482526
116,17.989128,2.00766,17.91146,2.3482313
117,18.460932,2.0102384,17.92644,2.223938
118,18.322536,1.8640815,17.946295,2.1109247
119,18.24289,1.8471678,17.969904,2.0102437
120,18.200748,1.6116259,17.99602,1.9226519
121,18.119984,1.7189834,18.023441,1.8485608
122,18.0847,1.5583469,18.051172,1.7879996
123,18.372416,1.3618248,18.078491,1.7406061
124,18.185078,1.4333975,18.104904,1.7056361
125,18.628223,1.3626841,18.130037,1.6820112
126,18.696484,1.3192252,18.153584,1.668403
127,18.602276,1.4344766,18.175293,1.6633338
128,18.420456,1.3137053,18.19501,1.6652797
129,18.43993,1.3426722,18.212635,1.6727744
130,18.379284,1.1864653,18.22812,1.68445
131,18.510227,1.2851067,18.241491,1.6990871
132,18.46731,1.3173752,18.252874,1.7156388
133,18.62569,1.689021,18.262493,1.733281
134,18.780273,1.3186963,18.27062,1.7514001
135,18.925276,1.0585577,18.27761,1.7695078
136,18.897501,1.420893,18.283922,1.7871667
137,18.644215,1.4893247,18.290174,1.8039447
138,18.673695,1.5654545,18.29706,1.8194872
139,18.445906,1.1926191,18.30518,1.8335286
140,18.775911,1.3897986,18.314922,1.8458811
141,18.907001,1.4022114,18.326437,1.8563415
142,18.912563,1.268725,18.33974,1.8646531
143,19.040846,1.6995885,18.354847,1.8705063
144,18.779573,1.8805285,18.371826,1.8736067
145,18.721195,1.6522062,18.390833,1.8737506
146,18.747694,1.6290146,18.412077,1.8708571
147,18.907642,1.4971323,18.43583,1.8649771
148,19.236729,1.6908307,18.462343,1.85626
149,19.007607,1.55443,18.491863,1.844909
150,19.204306,1.6341332,18.524563,1.8311574
151,19.084572,1.3527503,18.560566,1.8152282
152,18.973476,1.1829811,18.599953,1.7972999
153,18.923199,1.4569649,18.64274,1.7775
154,18.91917,1.3522846,18.688879,1.7559233
155,19.248251,1.1898235,18.738243,1.7326779
156,19.198841,1.140577,18.79063,1.7079303
157,19.47102,0.9634791,18.8458,1.6819129
158,19.704945,1.0107304,18.90354,1.6549307
159,19.415956,1.0207628,18.963726,1.6273538
160,19.517212,1.2717823,19.026339,1.5996236
161,19.545883,1.4591993,19.09145,1.5722678
162,19.714182,1.0755566,19.159153,1.5458453
163,19.834888,0.57922465,19.229483,1.5208789
164,19.664091,0.7594657,19.302418,1.4977554
165,19.479626,1.4070314,19.377882,1.476687
166,19.639519,1.1149628,19.455818,1.45773
167,19.55772,0.79095453,19.536184,1.4408396
168,19.568808,0.74658036,19.618954,1.4259603
169,19.375927,1.0543531,19.704067,1.4130672
170,19.85717,1.1666017,19.79146,1.402181
171,20.038097,1.0370575,19.881084,1.3933576
172,20.18475,1.2376758,19.972942,1.386638
173,20.170387,1.0888982,20.066996,1.3819989
174,20.322067,1.2288498,20.16314,1.3793159
175,20.349478,1.0344958,20.261196,1.3783766
176,20.156984,0.94723046,20.360977,1.378931
177,20.116598,1.1660088,20.46237,1.3807703
178,20.675371,1.6157376,20.565325,1.3837347
179,20.664385,1.2255104,20.66984,1.387686
180,20.623734,1.0965724,20.775923,1.3924737
181,20.649342,1.2783568,20.883553,1.3979392
182,20.82155,1.421648,20.992695,1.4039237
183,20.828686,1.396428,21.103296,1.4102981
184,20.892147,1.2876165,21.215378,1.4169935
185,20.965267,1.436545,21.329014,1.4240267
186,21.19839,1.663106,21.444313,1.4315186
187,21.030262,1.3468633,21.561363,1.4396458
188,21.425331,1.2597287,21.68018,1.4485755
189,21.369648,1.232164,21.800716,1.4583938
190,21.724718,1.3283393,21.922955,1.4690918
191,21.66911,1.4384022,22.04694,1.4806113
192,21.620129,1.6944152,22.172846,1.4928864
193,21.752693,1.5424623,22.30091,1.505854
194,21.874413,1.4731091,22.43137,1.5194434
195,22.105467,1.7997004,22.564354,1.5335948
196,22.39435,1.7720394,22.699862,1.5482941
197,22.373774,1.7304678,22.837807,1.5635911
198,22.604689,1.6882247,22.978098,1.5796099
199,22.714788,1.8123186,23.120678,1.5965595
200,22.917112,1.7953748,23.265545,1.6147202
201,22.962431,1.6852932,23.4128,1.6344347
202,23.020489,1.8149359,23.562672,1.6560578
203,23.251148,1.8601743,23.715471,1.6799194
204,23.575205,1.6261827,23.871532,1.706305
205,23.663265,1.9526843,24.031116,1.7354916
206,23.713291,2.0200255,24.194405,1.7677459
207,23.75282,2.0905285,24.36148,1.8033217
208,24.008312,2.0684605,24.532368,1.8424245
209,24.223835,1.9194986,24.70703,1.8851959
210,24.19929,2.1715424,24.885355,1.9317187
211,24.315548,1.9332851,25.067188,1.9820583
212,24.505848,1.678267,25.25232,2.0362537
213,24.75846,1.9596189,25.440525,2.0942888
214,24.846138,2.021417,25.63161,2.1560588
215,24.913073,1.9824265,25.825476,2.2213838
216,25.214344,2.086711,26.022156,2.2900298
217,25.549776,2.3816156,26.221783,2.3617713
218,26.03234,2.4042213,26.424564,2.4364052
219,26.062357,2.7318008,26.630667,2.513747
220,26.379969,2.9411447,26.840214,2.5936394
221,26.448895,2.8304782,27.053219,2.6759143
222,26.391743,2.7313151,27.269617,2.7604234
223,26.506943,2.7044683,27.489279,2.847016
224,26.981903,3.0754402,27.712101,2.9355211
225,27.284967,3.1870134,27.93807,3.0257251
226,27.326609,3.0618784,28.167282,3.1173513
227,27.504513,3.4242256,28.39989,3.2101114
228,27.91471,3.6717443,28.636063,3.3037903
229,27.800175,3.6342459,28.875895,3.3983047
230,27.606823,3.519683,29.119434,3.4937198
231,27.889256,3.822973,29.366724,3.5901976
232,28.05278,3.7527773,29.617899,3.6878839
233,28.474506,4.101657,29.873165,3.786855
234,28.834286,4.237823,30.132822,3.8871124
235,28.912876,4.4297905,30.39715,3.98861
236,29.120508,4.553398,30.666428,4.091269
237,29.24339,4.4253716,30.940882,4.194972
238,29.325745,4.2252994,31.220703,4.299556
239,29.652884,4.583231,31.506027,4.4047894
240,29.888239,4.698186,31.796926,4.5103917
241,29.86141,4.55471,32.093422,4.6160755
242,30.162304,4.369219,32.39549,4.721586
243,30.45108,4.6412897,32.703133,4.826733
244,30.459156,5.013176,33.016396,4.9313803
245,31.043116,5.328131,33.33534,5.035437
246,31.28216,5.10039,33.66009,5.1387925
247,31.680084,5.5146017,33.990845,5.2413087
248,31.573872,5.403554,34.32783,5.3428035
249,32.140965,5.3011017,34.67134,5.443088
250,32.557182,5.600568,35.02164,5.5419717
251,32.7726,5.8429856,35.37892,5.639296
252,33.096775,5.756425,35.74328,5.734947
253,33.167603,5.887543,36.11477,5.8288617
254,33.739784,6.191714,36.493477,5.9210224
255,33.670048,6.234025,36.87949,6.0114284
256,33.808037,6.0620923,37.272923,6.1001287
257,34.08474,5.979688,37.673862,6.187185
258,34.243015,5.9878535,38.082348,6.2727046
259,34.54961,6.2610693,38.498436,6.3568
260,34.650673,6.3431025,38.92217,6.43957
261,34.8087,6.229102,39.35365,6.521053
262,35.065495,6.7105513,39.793037,6.6012306
263,35.412247,6.7131305,40.240486,6.680031
264,35.7098,6.303983,40.696194,6.757368
265,35.809006,6.3489633,41.16031,6.8331337
266,36.040684,6.409817,41.63295,6.907226
267,36.38482,6.5475826,42.114166,6.979567
268,36.953644,6.717611,42.60401,7.050132
269,37.111115,6.7628665,43.10253,7.118965
270,37.561543,7.113229,43.609783,7.1861877
271,37.98412,7.1660438,44.125786,7.2520003
272,38.26351,7.2412252,44.650562,7.3166313
273,38.82819,7.542768,45.18404,7.380311
274,39.247654,7.3534255,45.726135,7.4432387
275,39.538742,7.2383003,46.276722,7.505556
276,39.772396,7.588782,46.83571,7.567365
277,40.35917,7.589846,47.403088,7.628738
278,40.975872,7.7453556,47.978893,7.6897116
279,41.39127,7.841503,48.56321,7.7502856
280,41.68798,8.139879,49.15612,7.810425
281,42.287743,8.190566,49.757683,7.870079
282,42.546524,7.953491,50.367912,7.9291883
283,42.633797,8.141993,50.986736,7.9877086
284,43.151577,8.037953,51.614037,8.045634
285,43.60897,8.102869,52.249687,8.103004
286,43.89782,8.33146,52.89364,8.159869
287,44.2901,8.175401,53.54592,8.216288
288,45.177124,8.313975,54.206696,8.272295
289,45.92399,8.758341,54.87612,8.327967
290,46.21331,8.808125,55.55442,8.383449
291,46.92047,8.773946,56.24172,8.4390135
292,47.683266,8.893552,56.93815,8.495046
293,47.965935,8.801003,57.64381,8.551979
294,48.154278,8.8159075,58.358868,8.610233
295,48.726727,9.254567,59.083496,8.670196
296,49.544003,9.319532,59.817963,8.732212
297,50.774227,9.727917,60.56259,8.796624
298,51.40844,9.345943,61.317772,8.863786
299,51.712654,9.350848,62.083923,8.934086
300,52.26803,9.785236,62.86147,9.0079365
301,52.85247,9.859925,63.65078,9.085742
302,53.433056,10.204849,64.45225,9.167838
303,54.12786,10.652246,65.26621,9.254447
304,54.95188,10.637253,66.09306,9.345693
305,56.021416,10.597944,66.93312,9.441668
306,56.65212,10.815536,67.78675,9.542469
307,57.382526,10.630659,68.65428,9.648215
308,57.993233,10.601671,69.536224,9.759002
309,58.43699,10.738133,70.43317,9.874895
310,59.64452,11.273934,71.34582,9.995943
311,59.934082,11.494996,72.27488,10.122204
312,61.13336,11.43617,73.22105,10.253748
313,62.357433,11.833695,74.185005,10.390647
314,63.02528,12.329845,75.167465,10.532884
315,63.952667,11.512425,76.169205,10.680315
316,64.5032,11.728423,77.191,10.8326435
317,65.50724,12.013307,78.23357,10.989469
318,66.33651,12.396865,79.29754,11.150303
319,66.95782,12.016813,80.38343,11.314575
320,68.37296,12.238644,81.49161,11.48163
321,69.717316,12.227179,82.6223,11.650738
322,70.783264,12.62789,83.77559,11.821094
323,72.107315,12.779645,84.95144,11.991881
324,73.23363,12.276047,86.14973,12.162256
325,74.159294,13.081666,87.3703,12.331405
326,74.94566,13.483892,88.61302,12.49853
327,76.1729,13.59677,89.87782,12.662886
328,77.15417,13.085538,91.16466,12.823747
329,78.65035,13.934834,92.47351,12.9804125
330,79.76285,14.142758,93.80435,13.132175
331,81.6213,14.872939,95.15712,13.278284
332,82.49307,14.577307,96.53157,13.417962
333,83.4714,14.540399,97.92741,13.550416
334,84.63316,14.94469,99.34408,13.674912
335,85.713295,15.325335,100.78092,13.79085
336,87.08918,15.497967,102.23702,13.897782
337,88.67491,15.943658,103.71141,13.995401
338,90.15305,15.482639,105.20299,14.083485
339,91.79753,16.505201,106.71062,14.161847
340,92.9986,16.460741,108.23313,14.2303705
341,94.67851,16.056606,109.76935,14.289042
342,95.86751,16.73546,111.318054,14.337991
343,96.96471,16.770065,112.87816,14.3775015
344,98.47937,17.309813,114.448586,14.408012
345,100.15996,17.753633,116.02844,14.430162
346,100.97002,17.697824,117.61687,14.444775
347,102.28637,17.901884,119.213036,14.452907
348,104.346634,18.258286,120.81618,14.455829
349,105.553246,18.864405,122.42545,14.454994
350,106.8938,18.623478,124.03999,14.451958
351,108.0729,18.738243,125.6589,14.448316
352,109.519226,19.687054,127.281265,14.445567
353,111.55536,19.68372,128.90625,14.445027
354,113.15593,20.058678,130.53305,14.447728
355,113.93347,19.87483,132.16098,14.454407
356,115.47227,20.010593,133.78937,14.465538
357,117.51947,20.451565,135.41751,14.481421
358,118.97422,20.778889,137.04477,14.502334
359,119.867355,20.938097,138.67058,14.528591
360,122.272484,21.235313,140.29462,14.560653
361,124.17505,21.303452,141.91673,14.599108
362,126.1566,22.661215,143.53699,14.644742
363,126.83817,22.603,145.15555,14.698504
364,128.72078,22.675777,146.77252,14.761451
365,130.38431,23.349424,148.38803,14.834554
366,132.51358,23.921299,150.00203,14.9184265
367,133.76547,23.85577,151.61447,15.013073
368,135.67343,23.70689,153.22513,15.117731
369,137.16682,23.943382,154.83379,15.230844
370,138.68527,24.351118,156.44019,15.350289
371,140.67458,24.80212,158.0441,15.473674
372,142.57224,24.925331,159.64542,15.598767
373,144.8492,26.292702,161.24431,15.723955
374,145.70764,25.505695,162.84116,15.848466
375,147.71495,25.729471,164.43687,15.972515
376,150.03375,27.276934,166.03268,16.097183
377,151.5069,27.33657,167.63,16.22417
378,153.48898,26.741617,169.23027,16.355343
379,155.84744,27.1878,170.83467,16.49222
380,157.47136,27.883963,172.44414,16.635492
381,159.02042,27.449821,174.0592,16.784798
382,160.92941,27.601677,175.68015,16.938814
383,162.65268,28.418829,177.30692,17.095718
384,164.06741,27.933695,178.9396,17.253754
385,165.84044,28.076859,180.57867,17.411701
386,167.50795,28.35228,182.22525,17.569143
387,169.50027,28.960428,183.88127,17.726448
388,171.21803,28.635807,185.54906,17.884586
389,172.7498,28.62677,187.23094,18.044798
390,174.49411,29.085463,188.92879,18.208216
391,176.22124,29.463694,190.64365,18.375456
392,177.5346,28.960108,192.3756,18.546074
393,179.83018,29.350027,194.12341,18.718168
394,181.05661,29.215126,195.8842,18.888113
395,182.3366,29.626383,197.65315,19.050554
396,184.28012,30.315716,199.42331,19.198654
397,186.1541,30.236317,201.18582,19.324793
398,187.88687,30.296555,202.93076,19.421465
399,189.56596,30.994377,204.64796,19.482641
400,191.35147,31.143305,206.32788,19.505133
401,193.18457,31.13631,207.9622,19.48972
402,194.31003,30.936275,209.54407,19.441484
403,196.23764,31.84953,211.06808,19.368954
404,197.0072,31.806307,212.5306,19.28229
405,198.47127,32.14313,213.929,19.190805
406,199.82367,32.41242,215.26176,19.10079
407,201.43596,33.36636,216.52788,19.014221
408,203.3624,33.383724,217.72684,18.92883
409,204.14998,33.161793,218.85861,18.839375
410,205.22762,33.211777,219.92368,18.739538
411,206.16805,33.493607,220.92319,18.6239
412,206.9843,34.409107,221.85884,18.489178
413,207.12231,34.2232,222.73239,18.33486
414,207.76672,35.193016,223.545,18.163057
415,209.40842,35.491188,224.29602,17.978037
416,209.58232,35.12467,224.9825,17.785486
417,210.12552,35.49965,225.59854,17.591814
418,210.73067,36.277798,226.13586,17.403643
419,211.6976,36.23442,226.58455,17.22741
420,212.12228,37.087162,226.93428,17.068872
421,212.4877,36.811188,227.1761,16.932594
422,212.81894,37.055428,227.3038,16.821636
423,213.02666,37.392265,227.3145,16.73763
424,213.1014,36.760685,227.20834,16.680836
425,213.17107,38.110172,226.9876,16.65023
426,213.14067,37.70902,226.65567,16.643229
427,213.02104,37.345703,226.2161,16.65552
428,212.89409,37.405594,225.67252,16.68099
429,213.3702,37.64925,225.0278,16.71242
430,212.872,36.993465,224.28462,16.74237
431,212.06503,36.498905,223.44499,16.764368
432,212.0024,36.348114,222.51067,16.773718
433,211.78189,36.131977,221.48315,16.768005
434,211.01001,34.846764,220.36418,16.747046
435,209.90788,33.961662,219.15579,16.712694
436,208.63535,33.404873,217.8608,16.66842
437,208.23686,32.453545,216.48335,16.61865
438,207.11885,31.730396,215.02933,16.56819
439,206.34526,32.80061,213.50671,16.521397
440,204.30124,31.120022,211.92574,16.481403
441,203.73514,29.730188,210.2979,16.449232
442,202.19681,29.276274,208.63509,16.423204
443,200.46541,28.261955,206.94832,16.398878
444,198.98875,27.676605,205.24731,16.369802
445,197.83931,27.754253,203.54063,16.328867
446,196.80539,26.374174,201.83594,16.270063
447,194.90883,24.825788,200.14056,16.190144
448,193.49205,26.220552,198.46136,16.089746
449,191.98325,25.321842,196.80383,15.9734745
450,190.59235,24.411058,195.17142,15.848621
451,189.38783,24.305815,193.56448,15.723215
452,188.15016,23.61241,191.98099,15.60434
453,187.14581,22.239367,190.41727,15.497379
454,185.63467,21.992224,188.86978,15.406153
455,183.75726,22.630203,187.33656,15.33306
456,182.80934,21.4657,185.8181,15.278625
457,181.9996,21.29372,184.31703,15.240557
458,180.27739,20.959646,182.83733,15.213469
459,179.14124,20.88901,181.38318,15.189729
460,177.82994,21.33997,179.95831,15.1615715
461,175.7465,20.42628,178.56595,15.123501
462,174.5328,21.02753,177.20871,15.073975
463,172.64511,20.861155,175.88882,15.01566
464,171.26633,20.54398,174.6077,14.954209
465,169.96248,20.96294,173.36575,14.896067
466,169.00826,20.729635,172.16238,14.846602
467,167.13109,20.54327,170.99551,14.8091755
468,165.4314,21.038393,169.86136,14.785505
469,164.7045,20.603807,168.7539,14.776795
470,163.38612,20.594324,167.66478,14.784719
471,161.61603,20.668505,166.58405,14.811758
472,160.45454,20.40541,165.50179,14.86093
473,159.37189,20.629051,164.41025,14.935179
474,157.55612,20.470379,163.30576,15.036673
475,155.9867,20.15188,162.18958,15.165637
476,155.15356,20.571615,161.0676,15.319037
477,153.61916,20.81264,159.94846,15.489449
478,152.36342,20.63095,158.8412,15.664914
479,151.12222,20.294014,157.75285,15.830204
480,149.67807,20.1347,156.68724,15.969099
481,148.15598,20.31602,155.64491,16.067379
482,147.64903,20.01951,154.624,16.115469
483,146.39339,20.610563,153.6212,16.110216
484,145.22647,20.297718,152.63246,16.055017
485,144.29828,20.328138,151.65298,15.958203
486,143.59953,20.209316,150.6774,15.830288
487,142.4888,20.09646,149.70023,15.681053
488,141.12772,19.682302,148.7172,15.517504
489,140.03348,19.093824,147.72702,15.343163
490,139.1381,19.332197,146.73248,15.158612
491,138.03621,19.051035,145.7406,14.96267
492,137.11024,19.055109,144.76154,14.753551
493,136.60126,19.15319,143.80692,14.529661
494,135.856,19.222633,142.88785,14.29016
495,135.14813,19.185656,142.01373,14.035248
496,133.59357,18.59526,141.19162,13.766274
497,132.72832,18.871836,140.4262,13.48565
498,132.0892,18.806839,139.72005,13.196819
499,131.77026,18.731396,139.07416,12.904087
500,131.0464,17.643925,138.48842,12.612184
501,130.93758,17.804562,137.96216,12.32543
502,130.4206,18.029163,137.49442,12.046968
